;target;text;chars;word_count;hash_count;punctuation_count;punctuation;uppercase
25043;positive;hearing the birds chirp makes me think its nice outsidewell its not rain rain go away;92;16;0;6;['.', '.', '.', '!', '!', '!'];0
25044;neutral;trying to stay awake anyone have any tips how to keep yourself awake ;71;14;0;1;['?'];2
25045;neutral;yeah just bought tickets for pearl jam in august;53;10;0;4;['.', '.', '.', '.'];3
25046;neutral;cant sleep morning will come to soon have to rest it will be a new day a perfect day to start new changes;115;24;0;5;['`', '.', '.', '!', '.'];4
25047;neutral;watchin jonas;14;2;0;1;['`'];6
25048;negative;i feel super sick;17;4;0;0;[];0
25049;neutral;x all three are in the first weeks of june for me;52;13;0;0;[];0
25050;negative; i gotta say im a little jealous;34;7;0;2;[',', '`'];0
25051;neutral; yea d means direct so only u and whoever u send it to can see it but u can only direct msg someone whos following u;122;26;0;5;[',', ',', '`', '.', '.'];3
25052;neutral; i was just thinking that;25;5;0;0;[];1
25053;neutral; who was it that said vive le difference to me only the other day ;71;15;0;4;"['?', ';', '-', ')']";2
25054;neutral;surgery when i wake up;22;5;0;0;[];2
25055;neutral;oh yeah my laptop is fixed shame my internet is still and slow;70;14;0;3;[',', '.', '.'];17
25056;positive; thank you dearie i just followed dome of them on there too;63;13;0;3;['-', '-', '!'];1
25057;positive;today was fun i meeting boardies the acoustic set was just soo phenomenal;79;14;0;2;['!', '!'];3
25058;negative;doesnt kno wat to do now er is over saddo;43;10;0;1;['`'];2
25059;positive; i hope you hoes are having so much funnot too much without me though lol;77;15;0;3;['.', '.', '.'];3
25060;negative; im sorry darling im all over the place tonight i didnt mean to neglect you;85;15;0;10;['`', '.', '.', '.', '`', '.', '.', '`', '.', '.'];3
25061;negative;apple is also rotten in the center just my luck;48;10;0;1;[','];1
25062;positive;i want so bad to go to the mcflys concert anybody up to go with me;69;16;0;2;['`', '?'];0
25063;neutral; i jus spoke my lawyer if i blow trial to;47;11;0;1;[','];2
25064;neutral;needed my semi best friend to go shoe shopping with me tonight alas he is nowhere to be found;100;19;0;3;['-', '.', '.'];1
25065;neutral; cheese and onion crisps are the best alice or rosalie cullen ;64;12;0;1;['?'];0
25066;negative; i forgot the yardsale event ooh how pity i am;47;10;0;1;['!'];0
25067;positive;au my pleasure hey it was played at my going away from nz party back in lots so it is burned into my brain;115;25;0;3;['.', '.', '.'];0
25068;positive; i appreciate your kind words i am glad that the words resonate with you;73;14;0;1;['.'];2
25069;neutral;bara closets adventure aggghhhh enough muak mcm baby gary ku sudah;76;12;0;5;[',', ',', ',', '.', '!'];36
25070;positive; ngobrolin favorite bands at the moment cii kesian ya kamu speakernya rusak hahaha benerin dong ci;103;16;0;4;['.', '.', '.', '.'];6
25071;neutral;miss my best friend won tickets to see them from kiis fm;58;12;0;1;['!'];0
25072;negative;sitting in awe that the price to renew my laptops warranty has doubled in a matter of weeks;91;18;0;0;[];0
25073;neutral;still awakedoing my assignments and playing virtual farming;61;8;0;2;['.', '.'];0
25074;neutral;off from work now;18;4;0;1;['!'];1
25075;negative;is so hungover what a crazy night im also in the bad books with mother;75;15;0;5;['.', '.', '`', '!', '!'];0
25076;negative;i need to go to sleep before am tonight so exhausted;62;12;0;7;['.', '.', '.', '.', '.', '.', '.'];2
25077;neutral; i guess youre responding to me about dc if thats the case;64;12;0;6;['`', '.', '`', '.', '.', '.'];4
25078;positive; rocket surgery hey haha i thought it was rocket science oh is that all i knew that i swear thank you;108;21;0;7;['?', '?', '.', '.', '.', '.', '.'];17
25079;negative;ive got a headache now;22;5;0;0;[];0
25080;negative; you really chose the wrong time of year to do this didnt you;61;13;0;0;[];0
25081;positive;hotsawce owwwwww gooood morning;33;4;0;1;['!'];2
25082;neutral; just wanted to say hello;25;5;0;0;[];0
25083;neutral; i wana be there num fan sharsies;41;8;0;5;['?', '?', '!', '!', '!'];1
25084;neutral; yeah still waitin;20;3;0;2;[',', '`'];0
25085;neutral; you cna get em for about but ive got one for which is asus same as lappie;88;19;0;1;['`'];3
25086;positive;thanks guys followers;26;4;0;1;['!'];19
25087;negative;i am so bored;14;4;0;1;['.'];0
25088;positive; thanks for following it means a lot to me i love hey monday;63;13;0;2;[',', '!'];0
25089;positive;love the sweet gnights every night;35;6;0;1;['`'];0
25090;negative;is bored hehehe i hate ipt;27;6;0;0;[];3
25091;neutral; you stopped followin me;25;4;0;1;['?'];0
25092;neutral;mo williamssssss;16;2;0;0;[];1
25093;negative; i havent got poked much;24;5;0;0;[];0
25094;positive;im joining twitter lol;23;4;0;0;[];0
25095;positive; thank you very much rex for ff;31;7;0;0;[];4
25096;negative;the sun is shining the sky is facking blue teletubbies i have to work;78;15;0;2;['?', '.'];56
25097;neutral; um mr deadly sir can you please follow me on twitter ;58;13;0;3;['.', '.', '.'];9
25098;positive;watched adaptation interiors and the women all in all good movie night breakfast with dad and kelley in the morning;127;21;0;7;[',', ',', '(', ')', '.', ',', '.'];7
25099;positive; loll im a college girlbahahah i love these blogs theyre so funny;70;12;0;5;['.', '.', '.', '`', '!'];4
25100;positive;good topics and ciggarettes;29;4;0;2;['.', '.'];0
25101;negative; i chewed up a starbucks and a subway gift card at christmas time i got in big trouble i not allowed near purse;114;23;0;3;[',', '.', '.'];5
25102;positive;happy mothers day to all the ladies with all the moments we cherish with our children today let those moments cherish you in return;137;24;0;6;['`', '.', '.', '.', ',', '.'];5
25103;neutral;done with hwgonna read a bit then pass out got a cool week to look forward too in between all the mayhem;108;22;0;4;['.', '.', '.', '.'];4
25104;negative; aw poor u dont let her get u just ignore her n keep ur head held high she iz just immature lil girl lol;109;25;0;1;['`'];4
25105;positive; yup lol sweet year haha;32;6;0;2;[',', '.'];10
25106;positive;listening to the new demo this song is going to be fantastic once its done;76;15;0;2;['!', '!'];1
25107;positive;marie hey beautiful whats up;31;5;0;1;['?'];0
25108;neutral;is having a lazy sunday;23;5;0;0;[];0
25109;negative;i really miss my satan kitty;28;6;0;0;[];0
25110;neutral; my gut feel says its gonna be a boy ababa;42;10;0;0;[];0
25111;neutral; yup studying at least im trying to trying to let the stuff i read enter my brain permanently;98;18;0;5;[',', '.', '`', '.', '.'];4
25112;positive;goodnight world and all who inhabit it;39;7;0;1;['!'];1
25113;negative;still aint get my vanilla frosty yet;37;7;0;1;['.'];0
25114;positive;knows its all going to sort itself out;38;8;0;0;[];0
25115;negative;lost my keys at the mall took me mins to find them;56;13;0;3;['.', '.', '.'];0
25116;positive;having rice crispies this morning brings back some good memories;66;10;0;1;['!'];2
25117;negative;google chrome forgot what everything looks like for some reason;63;10;0;0;[];2
25118;negative;immediately regretting my decision to come into the office today miss my bed;77;13;0;1;[','];1
25119;neutral;finally watched the last couple episodes of the office on nbc i now understand why gervais stopped after seasons;134;24;1;3;['(', ')', '-'];8
25120;negative;i had a horrible dream it had to do with a scary face now im awake for the rest of the night god dammit ;109;25;0;4;[',', '.', ':', '\\'];2
25121;positive; yes cathy ordinarily i dont have much of a problem with naked girls chasing me however ;98;17;0;8;[',', '.', '(', ',', '`', ',', '!', ')'];4
25122;neutral;going out a barbeque maybe;28;5;0;2;['.', '?'];2
25123;neutral;you fooled me;14;3;0;1;['!'];1
25124;positive; lucky you i face south so i can hear them and see them reflected off phillips point;86;17;0;1;[','];5
25125;negative;cant find my trusty hair tie my hair will spill all over the place when i runmoms bands doesnt work for menormal ones hurt;132;24;0;9;['`', '!', '`', '`', ',', '.', '(', '(', '('];3
25126;neutral;ppl dont miss out on me on this follow superstar sunday;55;11;0;0;[];4
25127;negative;juneau i did until my parents got all fd up and i started comforteating;75;14;0;3;[',', '`', '-'];2
25128;positive; days left of school for bryce and tyler thats more days of elementary;77;15;0;3;['!', ',', '`'];3
25129;negative; so sad your mom must be very shaken up peace and strength to her and the dear family that lost their little girl;115;23;0;2;['.', '.'];3
25130;negative; maaan if i was in pain id come i wanna come eat some me lol rolls eyes;78;18;0;2;['`', '.'];4
25131;positive;sitting outside in the cold by the ocean with a glass of wine;62;13;0;1;['.'];1
25132;positive;smith wats i got luck for u guys to beat la lol i would like to see this best wishes to the denver nuggets but my cavs are done;131;29;0;2;['!', '!'];0
25133;negative; come back to perth i missed the show here;47;9;0;1;['!'];2
25134;negative;stupid sun i actually have to work now;39;8;0;0;[];1
25135;negative; red wtf happened to dark blue black stripes;48;9;0;2;['?', '?'];1
25136;positive;happy mothers day to every single mom out there i love my mommy;65;13;0;2;['`', '.'];4
25137;negative;im so depressed right now idk;34;6;0;5;['`', '.', '.', '.', '.'];4
25138;neutral;just realized i have followers hey guys;42;8;0;0;[];7
25139;positive;not to worry noone got that one next question starts in minute get your thinking caps on;93;18;0;3;[',', '.', ','];2
25140;neutral;twitter is trippin right now with my pic;40;8;0;0;[];0
25141;positive;i promise to post new mini magical village today the weather is perfect for it see preview here ;134;19;0;2;[',', ':'];2
25142;negative;home with maddie im tired goin to bed afterwards;53;9;0;4;['`', '.', '.', '`'];4
25143;positive; i created a monster bwahaha oh and i got your baby home safe and sound;75;15;0;4;['!', '!', ',', '.'];2
25144;negative;i am going to be disgraced with myself for life if i dont make it in next year being a perfectionist sucks good luckkkk;122;24;0;3;['`', '.', '.'];0
25145;neutral;goin to work;12;3;0;0;[];0
25146;neutral;logos nope my computer right now is in need of a power supply so im useing an old office machine;97;20;0;0;[];1
25147;positive; its going to be a fun night and im helping host it;56;12;0;5;['`', '`', '!', '!', '!'];2
25148;negative;going to retake my softball photo because patricks studio is a piece of back here for chores some friday huh;118;21;0;5;['`', '.', '.', ',', '?'];9
25149;neutral;i have two hours to wait for my tire to get repaired;53;12;0;1;['.'];1
25150;positive; thats real geek talk hahai feel you;41;7;0;5;['!', '.', '.', '.', '!'];1
25151;negative; aww that is sad;16;4;0;0;[];0
25152;neutral;its hard to tell but i think im right i hope;49;11;0;3;['`', '`', '.'];5
25153;negative;wanted to go to the clubdancingbut now im tired anyways i have to go to work tomorrow;96;17;0;8;"['.', '.', '.', ';', ')', '.', '.', '!']";0
25154;neutral;anke whats wrong with the ski slopes of mk theyve got coffee shops as well yknow;86;16;0;5;['`', '?', '`', '`', '!'];4
25155;positive; i love the cheesey ones and the cool orignal ones skips i have when my brother has them got to try them u c haha;121;28;0;4;[',', ',', ',', ','];0
25156;neutral;in the arts having coffee and cake;34;7;0;0;[];1
25157;positive; thanks for teaching me how to play a part of that song;55;12;0;0;[];0
25158;neutral;btw that song is youll always find ur way back home by hannah montana;70;14;0;1;['`'];1
25159;neutral;i can safely say i wont be a euro winner this week;53;12;0;3;['`', '!', '!'];2
25160;neutral;but i keep updating;20;4;0;1;['.'];1
25161;neutral; i was right about the wave off;31;7;0;0;[];0
25162;neutral;i just realized today was my last day to see my best friend tanner im goin to miss him so much;94;21;0;0;[];0
25163;positive;the veronicas are gonna rock the stage tomorrow happy mothers day everyone;77;12;0;2;['`', '!'];25
25164;negative;im hurtling headlong into a day of spanish and art but my view is after tomorrow its just revision and extra frees;118;22;0;4;['`', '.', ':', '`'];9
25165;neutral; no stay and play;21;4;0;4;[',', '!', '!', '!'];0
25166;negative; im hungrybut theres no food at mah house;47;9;0;6;['-', '.', '.', '.', '`', '.'];0
25167;neutral;nothing to do just sitting here i can see mrs p and her husband;66;14;0;3;['.', '.', '.'];5
25168;neutral;karma is a i just got hung up on lol im still a big dawg though;72;18;0;2;['!', '`'];0
25169;negative;greenville drive games just arent the same without the baseball guy clown;77;12;0;4;"['`', ""'"", ""'"", '.']";4
25170;negative; in that case thats a stupid move i thought they were being ba;67;13;0;4;['.', '.', '`', '-'];3
25171;negative;why are we busy ugh i have the largest headache;47;10;0;0;[];2
25172;positive; i absolutely love you thanks;31;5;0;1;['.'];6
25173;neutral;at ihop with the bestiesminus one wheres the dr at work of course;74;13;0;8;['.', '.', '`', '.', '?', '?', '?', '?'];2
25174;neutral; you the other crew and cob tried your hardest to put on great shows and fans all appreciate it tell alexi get well soon mh;127;25;0;3;[',', '.', '.'];8
25175;positive;haha follow john mayerhes a pretty funny guy i want to move to la its so much more fun;99;20;0;11;['!', '.', '.', '`', '.', '.', '.', '.', '.', '`', '!'];8
25176;negative; dont leave forever well miss you too much;45;8;0;3;['`', '!', '`'];2
25177;neutral; now eating and meeting at the same time sigh well well i want to start work out too but will have to wait move to my new house;127;28;0;0;[];2
25178;neutral; me too wonder if mnet will show it;40;8;0;4;['.', '.', '.', '.'];3
25179;neutral; i hope filming is going well im new to the whole twilight phenomenon they couldnt have picked a better vampire;121;21;0;8;"['`', ""'"", ""'"", ',', '`', ""'"", ""'"", '!']";3
25180;neutral; its a hott tuuneee;20;4;0;1;[','];0
25181;positive; oh hi terri good now what about you any good gossip;54;11;0;1;['?'];0
25182;negative;breaking the daily build broke my daily plan as well;52;10;0;0;[];1
25183;neutral; should be drank with sugar and milk not coffee you have coffee on my brain;78;15;0;3;[',', '.', '.'];2
25184;neutral; im there all weekend expecting it to be way too hot;54;11;0;2;['`', ','];1
25185;positive;why does my body decide now is a good time to wake up every morning at maybe dean will wait for me in my dreams;118;26;0;5;['?', '!', '.', '.', '.'];5
25186;neutral;got up early did a ton now im headed to cherokee park to run and walk ;77;18;0;1;['!'];1
25187;neutral;not actually managed to purchase anything from the ovi store yet constant server error on check out;100;17;0;1;['.'];2
25188;neutral;come join the fun as i through out the first pitch at the legends game may th pm ;118;21;0;4;['.', '.', '.', '!'];4
25189;negative; defeated by a polo;19;4;0;0;[];2
25190;neutral;why doesnt mcdonalds make pineapple pies;43;6;0;3;['`', '`', '?'];12
25191;negative;has spent the last two weeks attempting to grow a beard from scratch but fears it may look a bit rubbish ;136;22;0;6;['(', ')', ',', '.', '.', '.'];0
25192;neutral; your welcome;13;2;0;0;[];0
25193;positive; i do i do i feel absoulutley fine;35;8;0;1;[','];0
25194;neutral;really wants a puppy;23;4;0;3;['.', '.', '.'];0
25195;neutral;its raining;11;2;0;0;[];0
25196;positive; they are all over one is a fan with a vip and the other one is the winner of the twisted vid het si weer eens raar gelopen chaos;131;29;0;1;[','];0
25197;neutral;ok hubby really isnt going to be logging off anytime soon what to do what to do;81;17;0;1;['?'];1
25198;neutral;first time;10;2;0;0;[];0
25199;neutral;how do you sleep jesse mccartney;34;7;0;1;['-'];7
25200;neutral;if you cant hide the tweetie icon why not change it ;78;12;0;0;[];0
25201;positive;jason mraz is still serenading me while i read judicial supervision of executive action in the commonwealth caribbean bbl;127;19;0;5;"[',', ""'"", ""'"", '.', '!']";12
25202;negative; then i kill bradies gf and have bradie;39;8;0;0;[];2
25203;positive; i knew my mom loved flowers and she loves the rieger begonia so hanging basket seemed perfect;97;17;0;3;['.', '.', '.'];3
25204;positive;happy mothers day ;21;4;0;0;[];2
25205;neutral;yep this is about as boonies as it gets if you look at the map in transition gotta find a place and a job ;138;26;0;7;"[',', ""'"", ""'"", ',', '.', '.', '-']";3
25206;neutral; why arent you coming to montreal;35;6;0;2;['`', '?'];2
25207;neutral; yeah;5;1;0;0;[];0
25208;neutral;learning for school now ;27;5;0;3;['.', '.', '.'];0
25209;positive;goodnight happy mothers day;30;4;0;2;['!', '!'];4
25210;positive; you better believe it and i wouldnt miss it for the world;63;12;0;3;['!', '`', '!'];2
25211;positive;end of work thank god i accomplished a number of things ;88;12;0;7;['.', '.', '.', '!', '.', '.', '.'];3
25212;neutral; d indeed;10;2;0;0;[];1
25213;neutral;anderson your tweets were awesome the heat thats what dencorub is for;78;13;0;2;['.', '`'];2
25214;positive; i really like pink after i saw her live while in the new tmobile advert;73;15;0;1;['-'];10
25215;neutral;going to london;15;3;0;0;[];0
25216;positive; will do promise thanks;27;6;0;2;['-', '-'];1
25217;neutral;i wanna go shopping i dont get paid till next week;55;11;0;5;['!', '!', '`', '!', '!'];2
25218;positive;its a bank holiday if youre happy and you know it clap your hands;73;14;0;8;['!', '.', '.', '.', '.', '.', '`', '!'];17
25219;negative; aw man im sorry i have logical reasoning i promise i had to study in order to tutor my new student give me;111;23;0;3;['!', '!', '!'];3
25220;neutral; ive been up most of what normal ppl consider the night no problem going to sleep but nightmares been waking me up;118;22;0;3;['`', '.', '.'];0
25221;negative;oh ouch that hurt washing machine is out to get me ;72;14;0;6;[',', '.', '.', '!', '.', '.'];2
25222;neutral; my day was good spent the day catching up on sleep relaxing kind of a lazy day hehe oooo shopping how did you resist;127;24;0;8;['!', ',', '.', '.', '!', '.', '!', '?'];3
25223;positive; youre welcome char glad you liked the cake its pretty simple you should give it a try;90;17;0;4;['`', ',', ',', '`'];0
25224;negative; were you going to come the venue said that they couldnt afford to open so cancelled it i wish we were there now;116;23;0;4;['?', '`', '.', '!'];3
25225;positive;wide awake ready for the big shopping trip hope i get tones of sweet dealz and lots of fancy clothes;101;20;0;1;['!'];1
25226;positive;thank you guts for followers it means a lot;49;10;0;2;['!', '!'];2
25227;neutral;why does everyone sing playback at the comet;44;8;0;0;[];1
25228;positive; you got it yaaay i was really worried your phone wouldnt fit so glad it does happy mothers day lol;110;20;0;10;['!', '!', '!', '!', '`', ',', '!', '`', ',', '!'];10
25229;neutral; i could go for some lulus or slanted door right about now tomorrow is the farmers market right;102;18;0;5;['`', '.', '`', ',', '?'];7
25230;neutral;whoever u are and wherever u go always remember where u come from;65;13;0;0;[];1
25231;neutral; why didnt i see you;21;5;0;1;['?'];15
25232;neutral; hehe indeed it is i actually nearly changed my bio to just dont panic but i wanted to keep in the ;112;22;1;4;[',', '`', '`', '`'];4
25233;neutral;twitter criado;15;2;0;1;['.'];1
25234;neutral;it might be sunny today but alas new product must make it to etsy;68;14;0;3;[',', ',', '!'];1
25235;positive; that is awesome spent the day studyin chillin a lil b goin to bed its slowly gettin colder in paraguay winter is comin;125;23;0;4;['!', ',', ',', ','];1
25236;neutral;bailon talk with your hips;27;5;0;0;[];5
25237;negative;i miss the seniors already;26;5;0;0;[];1
25238;neutral;bout watch a movie nd drink wit martin nd leslie;50;11;0;0;[];0
25239;negative;still no eat still in office and now i get sick throat days before i leave for an air condition throat killing tour bus;123;25;0;2;['.', '.'];0
25240;negative; really ur getting rid of it thats sad;43;8;0;4;['?', '!', '!', '`'];2
25241;positive;what butbutthe nurburgring why is it so good ;83;9;0;12;['?', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '?'];3
25242;negative; i sound really brummie lol but most of all i just hate looking at myself;74;15;0;1;['!'];3
25243;negative;alicev no none in the house and im not sure i should drive to the coffee stand its worse than i thought it would be;121;25;0;4;['`', '.', '`', '.'];7
25244;neutral;off to take a math quizon a fridaybooo;45;8;0;7;['.', '.', '.', '.', '.', '.', '.'];1
25245;positive; anything bookmark keychain surprise me;44;7;0;2;['-', '-'];0
25246;negative; gonna watch jt on snl tonight not a fan of his music but think hes hilarious in my pants way too funny;118;26;0;8;['(', ')', '-', '`', '!', '`', '`', '-'];10
25247;neutral;anyone want my chocolate nutella mochi its just gonna go to waste;66;12;0;1;['?'];2
25248;neutral; i live in manchester england but still have never been to london;65;12;0;0;[];0
25249;neutral;dig up late again i see you missed a great time at donnys birthday remember to call him on monday;105;20;0;6;['?', '`', '.', '.', '.', '!'];7
25250;positive;may the th be with you happy star wars day;45;10;0;2;['!', '!'];16
25251;neutral;ive gotten so much packed up already lmao well little anyway either way i have a good start;106;19;0;6;['.', '.', '.', ',', '.', ','];3
25252;negative;angry sad happy excited i hate how my moods change right now i am immensely sad ;87;17;0;5;[',', ',', ',', ',', '\\'];0
25253;positive;bom dia good morning guten morgen i am returning to twitter;63;11;0;4;['!', '!', '!', '!'];7
25254;negative;bummer my phone gets disconnected on the weekend of my birthday darn ;75;13;0;4;[',', '.', '.', '/'];0
25255;positive; yay i am not the only eurovision fan on twitter ;66;11;1;1;['!'];3
25256;neutral; well then close your pretty eyes and count boring sheep youll be sleeping in no time;87;16;0;1;['`'];0
25257;neutral;why do i think i have to take medicine cuz i was laughing to hard my head should not be in this much pain i thought laughter was gud;135;29;0;3;['?', '.', '.'];0
25258;positive;today i wrote two songs one for temple which i will probably never perform ever and one for mothers day happy vesak everyone rena xoxo;138;25;0;3;['(', ')', '.'];4
25259;neutral;maybe someday i lova ya friends my computer sucks listening to coldplay tomorrow meet my bbff;100;16;0;4;['.', ',', '!', '!'];0
25260;negative;its called communifuckingcationlearn it know it do it these stupid people;88;12;0;10;['`', '.', '.', '.', '.', '.', ',', ',', '.', '!'];2
25261;negative; makes me wish i had dogs instead of cats;42;9;0;1;['!'];2
25262;positive;ai yeah hopefully but if not then maybe i can save up and get it for christmas we will find out;104;22;0;2;['.', '.'];1
25263;neutral;just woke up still in bed sundays r the its the do nothing day of the week;81;18;0;1;[','];0
25264;positive; i think did an amazing presentation about the whole keeping review items and tax thing at blogher shes awesome;123;21;0;6;"['-', ""'"", ""'"", '`', '`', '!']";4
25265;neutral; me and arlando are totally done i havne talked to him in a long timenow i just have to find a worth while man;118;24;0;8;['.', '`', '!', '`', '`', '.', '.', '.'];8
25266;positive; hello friend welcome to twitter;36;5;0;4;['!', '!', '!', '!'];7
25267;negative;eating pringles at nearly am really reminds me of touring with the jonas brothers dont aski miss that so much;126;21;0;14;['(', '`', ')', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.'];6
25268;negative;i dont like being sick when the guidance counsellor is supposed to take me other kids out of school for bowling pizza;125;25;0;1;['`'];0
25269;negative;forced to eat red hotdogs coz im starving and theres nothing else for breakfast ick;87;15;0;4;['`', '`', '.', '.'];3
25270;positive;played dd on the bank holiday was nice got many xp and killed a blob actually two though the nd had tentacles;119;23;0;6;['-', ',', '.', ',', ',', '.'];7
25271;positive;traveling alone makes i meet new peoplenew circle strangers become friends;77;11;0;3;[',', '.', '.'];0
25272;positive; then you might enjoy this one too ;61;8;0;0;[];1
25273;neutral;x hey cameron i know it was amazing and i have sunburn too so my mum isnt happy my throat kills still it;123;28;0;9;"[""'"", ""'"", ',', '`', ',', ',', '.', '.', '.']";6
25274;positive;just got home from another amazing night;40;7;0;0;[];1
25275;neutral;x when my brother is i will have moved;44;10;0;2;[',', '!'];0
25276;neutral;im uploading some videos to youtube will give link once i get more loaded variety from my daily life not amazing but fun to watch;133;25;0;4;['`', ',', '.', ','];3
25277;negative;eww town fair tire smells horrible its making me sick;54;10;0;1;['.'];2
25278;negative;wm no clever headline sorry salt lake city yr ;79;10;0;4;[':', ',', '(', ')'];7
25279;positive;happy mothers day i lovee you mami;38;8;0;3;['`', ':', ']'];4
25280;negative;fire and rain by james taylor fits the style i need for my sa audition perfectly but i cant find a karaoke track in a high enough key;135;28;0;2;[',', '`'];2
25281;positive;excited how the jon does will do today good luck guys ;57;12;0;2;"[';', ')']";1
25282;negative;ouch stomachace i ate a lot;39;6;0;12;['!', '!', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.'];3
25283;negative; no i was too slow i hate getting the trailhead then not getting in;69;14;0;1;['.'];2
25284;negative; gutted i miss that the one night i try leave early lol friends visitin were tired haha;94;18;0;3;['!', '!', '!'];0
25285;neutral;oh dear ;13;3;1;0;[];1
25286;positive;made a new youtube background in photoshop thanks to ;75;10;0;1;['!'];0
25287;neutral;wish i can be with her every day;32;8;0;0;[];0
25288;neutral;must be time to go home yes indeedy;37;9;0;1;['-'];0
25289;neutral;where is teng;14;3;0;1;['?'];2
25290;negative; hey chutti was very tiring and have to travel again tomo how was your friday;82;15;0;4;['!', '.', '.', '?'];1
25291;neutral; so this is where youre getting the for the island;82;13;0;2;['-', '`'];1
25292;negative; well yeah the hormone things basically a given thought he had misbehaved specifically to upset your mom and you;115;19;0;2;[',', '.'];1
25293;negative;grreverytime he gets a new girlfriendim at the bottom of the totem pole;77;13;0;6;['.', '.', '.', '.', '.', '`'];1
25294;neutral; oh i read that;16;5;0;0;[];0
25295;positive; its simple for those who know how to use it hahaa im glad youre okay x;81;17;0;4;['`', ',', '`', '`'];1
25296;negative;cat we all know and yes dont remind me im so effin jealous aust some times;82;17;0;0;[];1
25297;neutral; yeah same;10;2;0;0;[];1
25298;positive;doesnt have to go to work tomorrow good times revision though;64;11;0;3;['`', '!', '!'];3
25299;negative;super bored on a friday night;29;6;0;0;[];0
25300;negative;feels very very sick hmph;27;5;0;1;['.'];0
25301;neutral; kiisfm hey i cant seems to get ryans show online whats not right then;84;16;0;8;['.', '-', ',', '`', '`', ',', '`', '?'];7
25302;neutral;i worked more today than i did yesterday but my time card says that i worked the same oh well hello weekend;117;22;0;9;[',', '.', '.', '.', '.', '.', '.', '.', '!'];4
25303;negative;my guitar aint herew yet feel like i lost a limb;53;11;0;5;['`', '?', ',', '!', '.'];1
25304;negative;not having a good dayone bad thing after another;50;9;0;2;['.', '.'];0
25305;negative;had a horrible sleep in a rather bad mood;43;10;0;0;[];0
25306;neutral;its pretty cold outside today i got another exam;53;9;0;4;['`', '.', '.', '.'];0
25307;neutral; when in doubt go with the instincts;37;7;0;1;['.'];0
25308;positive; cavs has the easier route than denver;39;7;0;1;['.'];2
25309;positive;good afternoon all sorted technical glitch a rainy bh monday so a lazy day then daughters and their menfolk round for a roast dinner;135;24;0;3;['.', '.', ','];5
25310;neutral;running errands with my little man maybe he wont act like a year old today;79;16;0;3;['.', '`', '.'];2
25311;neutral; looks exactly like i do when i get that gh guitar in my hand;88;16;0;1;['-'];4
25312;neutral;why nobody write with me ;28;7;0;2;['?', '!'];0
25313;positive;why am i posting so late just got back from seeing star trek it was so awesome;80;17;0;2;['?', '.'];6
25314;neutral;off to school so tired didnt hear the texts i had last night lol still tired but i love jesus christ;106;23;0;2;['!', '!'];4
25315;neutral;im gettin off nd watch a movie nd have a couple of drinks nd shots ill try get get back on if i can;103;25;0;0;[];0
25316;neutral;in itlesson at school and eating salad;39;7;0;1;['-'];2
25317;negative; just answered you never learned how to write in french just basic stuff;75;13;0;3;['-', '-', '-'];1
25318;negative;epic ocd moment i deleted my sims file that i spent hours building just because i set his favorite food wrong;110;21;0;1;['?'];2
25319;neutral;im a genius put rug in washing machine left folding door half open machine moved now door wont close or open shaking head;128;23;0;6;['`', ',', ',', '`', '.', '.'];1
25320;negative; what thats not fair i cant vote it says the voting is closed but i did vote everyday when i could vote like xs;117;24;0;3;['`', '`', '`'];87
25321;positive;just got back from km run it was really good;48;10;0;2;['!', '!'];2
25322;neutral; i dunno man how bout some wendys mmmmmm we dont gots that in htown;72;14;0;5;['.', '`', '?', '?', '-'];3
25323;neutral;i ran outta bathroom passes maybe mrs french will be nice today;67;12;0;3;['.', '.', '?'];2
25324;neutral;i hate the fact that it is so nice outsidee and im inside doing revisionn;74;15;0;1;[','];0
25325;negative;ugh my neck really hurts im out aquatards xox;48;9;0;2;['`', ','];2
25326;negative; your knowledge of xmen is starting to scare me;48;9;0;1;['-'];1
25327;positive;i am watchinggg the new video of its sooo good addicted;58;11;0;1;['!'];3
25328;negative;god it pisses me off that i always enter comps never wini am such a sore loser;81;18;0;1;['.'];1
25329;positive; i had curry shrimp yesterday lol i love seafood;49;10;0;0;[];2
25330;neutral; me too except move that am to am;35;8;0;0;[];0
25331;negative;hellooooooo whats the scene people ;41;6;0;6;['.', '.', '.', '!', '!', '!'];2
25332;neutral; tee we beefinwhat was u supposed to do before leavin;62;10;0;8;['.', '.', '.', '.', '?', '?', '?', '?'];0
25333;negative;you people have no idea how depressing it is being at a steakhouse and not being able to eat;92;19;0;0;[];2
25334;positive;got a saturdays framed signed foto last night and a valentino rossi aswell eee what a night;95;18;0;0;[];3
25335;positive;good morning jess here just wanted to say thank you to everyone following us tell your friends about us please ;119;21;0;0;[];4
25336;positive;thinking about new oh yes btw bankroll stays at so down a bit from yesterday and i wont whine about bad beats ;130;25;0;12;['.', '.', '.', '.', '.', '.', '.', '.', '.', '`', '.', '.'];1
25337;neutral;ahhh i finally went to yogurtland i saved my spoon hahaha;62;11;0;4;[',', '.', '.', '.'];7
25338;neutral; any sorry wahh lub u toooo ;37;7;0;8;"['.', '.', '.', '.', '!', '!', ';', ')']";0
